chunk_id,chunk_text,manual_it_spend_tag,manual_relevant_text,notes
28,"Yes. And so, back up just a hair, and then talk about this particular one at the same time. So on the Skill Up program, we're lapsing $4 million. And so what is the, I'm sorry, I missed it, I guess. So why aren't we taking advantage of that? That's all federal dollars. It doesn't look like it requires any kind of match. Is it, we just don't, can't come up with enough programs for folks to take advantage of? What's going on there? So of that, so $6.7 million of that is TNF. And then $4.7 million is FNS. Of that portion of the FNS money, only $1.3 million of that is actually 100% money. The rest of that is all 50-50 money. I know that still doesn't quite account for everything, but that leaves us with, what about $3.3 million or so, if my math is somewhat math, and yet I don't know. But it leaves us with about $3.3 million. So our lapse is mostly due to the 50-50, which we put a request for proposal out to increase the number of providers that use their own money, non-federal money, so that we could increase the program. So we've had that in there for a little while, we just haven't gotten the bid out. So why don't they do it? Why aren't these other providers, is it just because they can't come up with the 50-50 match, or what? So we've just started receiving bids on that money, and it's closing, I believe, in four to six weeks or so. So we'll know better in the next month or so how many people will do that. Historically, we have not put out bid for that money. It's been in here, but we have not put out a bid for that money until this year. And so we're doing the same, we've got a big lapse, once again, with no GR, and on that next on the page 585, but we're also asking for another $3 million NDI on that particular line. Or I'm sorry, the Governor is, anyway, wanting to put $3 million more on that line with that NDI. So we're lapsing, already lapsing a million and a half, what good's putting $3 million more in there if we're going to, so it looks like, to me, it'll end up being $4 million in lapse. So the Excel centers intend to use the $3.15 million in the 50-50, and then the previous 50-50 match, we put in a request for a proposal out on. So we're hoping that next year you don't see this like this again. Okay, so there's proposals in the works to consume the lapse and this additional $3 million? Yes.",FALSE,,
29,"Okay. All right. Thank you. Thank you, Mr. Chairman. Representative Steinhoff, you have an inquiry, you may proceed. Yes, I have a question about that NDI as well. I don't know if you have already really gotten to it or yet, but I know it says the plan is to increase services for the adult high schools. Is that a quantity or a quality type of increase to services? Have we moved to page 590? Is that? That's what, well, he was asking about it, but I can let you present if you haven't done it. Yeah, no. $3 million that is for the new Excel Center location in Kansas City. Oh, okay.Yes, TNF, sorry. I'm sorry, that's TNF. Okay, thank you. Thanks, Mr. Chair. Representative Lewis, you have an inquiry on this item. You may proceed.",FALSE,,
30,"I think maybe just a comment. I believe the three million dollars is for the new high school in Kansas City, the adult high school, and then as far as some of the expansion of services, you know, if they were to change the age requirement, which is one of the things that we're working on, lowering it from 18 to 21 as well, then you could increase the number of of service people being served at the same time, and I think that's one of the things that's trying to, you know, hopefully that we'll be able to get this money out the door, and then we're still, you know, obviously you need people are going to donate their 50 percent. I mean, it's obviously matching funds from local entities to provide the other half, and Excel is basically collecting that. I guess that's the right word I'd say, but I think, did I say all that correctly? Yes. Thank you.",FALSE,,
31,"Appreciate it. Page 592 is also Excel Centers, so they get kind of a variety of different funding. They get two million dollars, and that helps them. That's general revenue that will help them draw down the food and nutrition service money. They also get 4.9 million dollars in TNF money, and it's for the locations that we've already discussed. Page 597 is adult high school expansion. This, you'll see, it's lapsed last year, and the reason for it is right now they just brought up two new satellites not that long ago within the last couple of years. Just one second here, let me go back to my other page, and those satellites, like I said, were in Cape and Florissant, so they're still working on getting those up and going, and they have not at this point started the other satellite locations, but that is for expansion. Page 602 is Jobs League. This is 1.5, this was 1.5 million dollars in TNF in 25, and it's 850,000 dollars in TNF in 26. This is administered through the Workforce Development Boards, and it's a subsidized employment program for 14 to 24 year olds. Page 607 is Jobs for America's Graduates. This is 4.15 million dollars in TNF, so this is, this program is currently offered in 74 districts and 116 schools, and it assists students in overcoming barriers such as homelessness, they may have incarcerated parents, parents aren't employed, or a variety of other reasons, and they receive classroom instruction to graduate into the workforce school or the military. Page 612 is Community Work Support. So, this is the Missouri Work Assistance Program, and this, there's 1.855, a little bit over that, in general revenue, and 12,867,755 in TNF. This is the employment training program for people that are receiving temporary assistance for needing family benefits, also known as cash benefits. This program was expanded some years ago to also serve folks that are in skill up, and older foster youth, as some of the numbers had dropped on some of the other caseloads. Page 617 is the Foster Care Jobs Program, which we are all, we're calling Futures. This is administered by four Missouri Work Assistance providers, the ones that we talked about before, and nine community partnerships. This began in February of 2023, and it's an employment and training program for older foster youth, ages 14 to 23. It has the whole thing, like our other employment training programs, assessment, employability plan, job training. Page 622 is Employment Connections. And this is located in St.",FALSE,,
32,"Louis. It's $1 million in TNF funding, and it focuses on self-sufficiency by overcoming homelessness, and it is targeted towards veterans, high school dropouts, at-risk youth, and single parents. Page 627 is MoCan. That one is also in St. Louis. It is $500,000 in TNF funds. It is a pre-apprenticeship program for construction, and they include OSHA 10, and training on blueprint drawings. Page 633 is Mission St. Louis, obviously in St.",FALSE,,
33,"Louis. It's $2 million in TNF funds. And this is a governor's recommendation as a new decision item in 2026. It will serve individuals that are justice-involved, unemployed, underemployed. There'll be a self-sufficiency component and planning with benchmarks, coaching, soft skills, job readiness. Page 647 is the Office of Employment and Training, and it focuses on self-sufficiency in TNF funding. Representative Christensen, you have an inquiry on this. You may proceed. Thank you, Mr.",FALSE,,
34,"Chair. Just really quick, do you know the numbers that we spent in 23 and 24 since they said that we did fund them, but I just can't find them on these since it's only one page for page 633? I don't have it, but we can most definitely follow up afterwards. Yeah, no worries. Yep, I just want how much we spent, and then if you have the contract from 23 and 24, I would appreciate that as well too. Okay.",FALSE,,
35,"Thank you. Before we go to Representative Lewis, just to be clear, and you said NDI, but the tab would suggest that it's a core item, but it is most definitely not. It's a new decision item, correct, on 633? Yes. Okay, just to make sure everybody's on the same page here, because it would... No, it wasn't. Yeah, it's an NDI. It wasn't funded last year, so there wasn't a core, so... Say that one more time. It was not funded last year, so there's no core for this one, or not last... There's no funding for this in 2025, so there's no tab in the new decision item. Right, yeah, just so everybody's on the same page in case, to clear up any confusion that could or would cause. Representative Lewis, proceed with an inquiry. Yeah, I'd like to get your, the contract you have with Arches for number six, page 622 and 627, since that's also going to those community partnerships as a direct appropriation above and beyond the direct appropriation they're getting at of eight point, of their portion of the 8.3, so I just, and actually if whenever one of these comes up, I'd like to see those, the contract for those two, you know, just what, how much of that's going there, so, and you know, what, what percent is going to be direct and indirect costs for the administration of those funds. Thanks. Okay, page 635 is Southside Early Childhood, that is through Arches, and it goes to Southside Early Childhood, that's the actual recipient. It's $250,000, and one time it was core cut, so that was in 25, it was core cut in 26, and it provides child care to families in the St. Louis area, and it's $250,000, and one time it was core cut, so that was in 25, it was core cut in 26, and it provides child care to families in the St. Louis area, so basically when they're focusing on education, job development, and training relationships, things like that, this funding is providing the money for child care. Okay, I'm good. All right, that is it for book three. We will now move on to book four. Okay, page 640 though, right? Okay, all right, page 640 is the Megan Meyer Foundation, that is in St. Charles. It was funded as one time in 24 and 25 with TNF of $350,000. It was core cut, it's a public campaign on suicide and cyber bullying awareness. On page 645 is the Guadalupe Center, that's a new decision item from the governor for $5 million in TNF, so it provides reduced and free tuition assistance in fields such as IT, health care, logistics, service, careers, manufacturing, and construction. It serves Latino communities in Kansas City by operating charter schools, early childhood services, family support, older adult programs, youth development, and workforce development programs, and that was in Kansas City. So this is a, this recommendation is for ongoing funding, it's not one time? I couldn't tell. I mean, according to the budget book, it is, it's ongoing, I mean, according to the budget book, it is, it's ongoing, 646. Let me see. But these budget books have failed me more than once this year, so I'm a little timid. I think so.",FALSE,,
36,"To take it as the gospel truth. It is not coded as one time, so it is ongoing. Yep. And I agree, I'm getting used to these new forms, it used to be a lot easier for me. Yeah, I'm a little timid, but that's what it suggests, so I, but just so you confirm that.",FALSE,,
37,"We'll confirm that, but I'm pretty sure. Do you believe, so do we believe TNF can support this as an ongoing item, I mean, $5 million? Right now, the spend plan, there's, a lot of it depends on what lapses over this next year in the following year. Right now, our spend plan, I think we have around $900,000 at the bottom. We are appropriate higher than our grant of $200,000.and 17, so a lot of it depends on how many of these programs get their money spent, how much gets spent in cash assistance, things like that. So, difficult to say.",FALSE,,
38,"Sure. Why is this in your budget versus, say, Dudes? I would guess because it's TANF. Okay, and then, so speaking on that note, which purpose of TANF does this comport with? Because I'm just looking here, I mean, you know, free tuition assistance, adult learners. So, generally, we would, after something like this gets funded, assuming it gets good funded or any of them gets funded, we go back to the entity, we explain the TANF purposes, and we have that discussion. It may have some different ones in it. It looks like, you know, the very surface, it does at least have, you know, TANF Purpose 2 in it somewhat, but often when these get put in there, then we have to go back and have those conversations, right? Like, you have to be part of a qualifying household. We can only do the pieces and parts that meet the TANF block grant. So, right now, it looks like at least part of it is TANF Purpose 2. You may be able to get some of it under TANF Purpose 1, which, with your early childhood services, potentially, too, but that's a very deep dive once we actually get talking to the entity. Do we know, with the five million, do we have any insight as to exactly what that would go to support or to what level? If it's tuition assistance for adult learners, for example, how many adult learners that represents? Or, you know, do we have any kind of a spend plan as it relates to this? Not at this time, but we can see if we can get one for you. Okay.",FALSE,,
39,"Yeah, if one is available, then we certainly can get to it. I would say on TANF, they are, you know, there's been some guidance around educational uses of TANF funding, so. Sure. I mean, I understand we're in a much different place at this point today and this year than maybe we were where we thought we might be this year last year, but still, you know, those four purposes and just trying to understand how that fits. So, thank you very much for that, and seeing no further on this item, we can continue. Page 647 is a new decision item. Governor's recommended of 3.5 million dollars for Access Point in St. Louis. This is also a TANF block grant. It helps students from underrepresented, underrepresented communities transfer from high school to software development careers in less than a year. So, I'd have the same questions, but I'm not going to ask them again, but, you know, and you, you know, I'm sure that the answer would be the same as to it's ongoing, can it support it, and it'd be the same answer, so I, we don't have to go over that again, but to the extent you have any additional information about, you know, what exactly three and a half million dollars gets us as far as, it almost sounds somewhat similar, we're talking about educational sort of initiatives here, you know, how many students that represents, or if there's any supplementary information, if there's not, there isn't, but if there is, you know, to the extent you can provide that, we'd appreciate it. We'll see what we can get you. Page 649 is the Journey Foundation. It is located in St. Louis County. It was a one-time in 25 for $500,000 in TANF. It's an employment training program to promote economic independence through job preparation and financial independence. It was core cut in 26. Representative Boggs, you have an inquiry on this item, you may proceed. Yes, back to this new decision item on 647, and then on 648, it says the new decision item will allow for increased services, so the previous page is 4,500 software programmers. Of course, the 3.5 million isn't going to satisfy a 55,000 K salary, so where are these misplaces at? The 4,500, where's the shortage at? And then, as a new decision item, it looks like we're increasing some kind of services that's already applied, so I'm a little confused. So, I am aware that Access Point does already exist, just because I googled it, otherwise I don't know that I would have known, but I am aware it already exists, so it would be increasing services, but we're gonna have to go back and get information on where the data of the 4,500 came from. Okay, so I was just wondering if maybe the 3.5 million is adding to a program that's already existing, is that? That's what it appears to be, yes. Okay, yeah, so if somebody could point me in the direction of that, that'd be helpful. Thank you, Mr.",TRUE,"It helps students from underrepresented, underrepresented communities transfer from high school to software development careers in less than a year.",
40,"Chairman. Page 654 is, goes to Arches, and then it goes to Operation Restart. It's $500,000 in general revenue, and it is soft skills, employability, certifications, high sec, and then direct employer engagement, and this was core cut for this year, but it was one-time funded in 22, 23, 24, and 25. Representative Cross, do you have an inquiry on this?",FALSE,,
41,"You may proceed. Thank you, Mr.",FALSE,,
42,"Chair. Just checking in, do we, it looks like they had some kind of programming going, even though they were coded as one-time funds every year, and they did get a little beefy, it looks like, in FY 2024. Do you know, do they expect to continue with private support, or are they just completely ending the programming that they had going with with the youth builds, or? I don't know for sure. I know that every year they've gotten this back in the budget, so I don't know for sure how, what their plans are to proceed. I don't know. Again, every year this, it gets put in as a one-time, and so we kind of treat them all the same. Kind of starting from scratch. Yeah, no, yeah, it kind of starts from scratch, and then allows the General Assembly to make the decision again whether they want to fund them, you know, one-time, ongoing, etc. Okay, thank you. Representative Lewis, do you have an inquiry on the side of you? Yeah, can you get me for 2024, the amount that was actually, that actually went to the Missouri Work Program, and what amount actually was retained for indirect costs by ARCHES? Because if it was a 1.75 million dollar expenditure, they took 175,000 off the top, which would be something like 25% of what was actually expended. Just curious.",FALSE,,
43,"Okay. 650, 660? No, 654, right? My plug is a mess. You did that? Sorry, I'm having technical issues with my budget book. Okay, we're on the same page. I mean, literally, I think so now, but I have 654 left because you've got YouthBuild Works, which is Operation Restart, and then the next one I have is YouthBuild Works KC. They don't have a different, well, they're different, but yeah. So YouthBuild Works Kansas City is through the Full Employment Council. It was one-time funding $250,000 of TANF. It was core cut. It is for 17 to 24 year olds, an employment and training program with leadership development, technical skills training, financial literacy, and academic support. Page 660 is the Corey Johnson Foundation. It was one-time funding of $250,000 in 2025. It was also core cut. It's in St.",FALSE,,
44,"Louis. It's a youth wellness and enrichment program to promote healthy and safe lifestyle choices through arches, and the proposal isn't finalized yet. Representative Steinhoff, please proceed. Thank you. Can you tell me, it looked like that YouthBuild Works was funded with federal funds? I know we can't tell from this, but looking at last year, it looks like it had federal. The one in Kansas City for $250,000 was in TANF. I'm confused where the difference between the two are. Is that on page 655? I don't see Kansas City. Do you see? I think my book's next up. Can you tell them? The 654 is the YouthBuild Works. It was $750,000 last year. $500,000 of GR and $250,000 of TANF. TANF. Thank you. Okay, then we go to page 665, and this is kind of different. So it has six programs in this line item for $14.95 million, but then the six programs afterwards, we go through each one of them separately. So it has each one of the next six tabs, so we'll go through each one of those as they come up.but that's a combination of six programs. One moment. Representative Voss, please proceed. Thank you. You might be getting to it, but the ABC Today program had previously been called out as a separate line, and it looks like it's been folded into this 14 million. Is there a way for you to confirm what the allocation is planned for ABC Today? Yeah, so the allocation for ABC Today, and hang on a second. Actually, you're correct. They don't actually page them out at all, do they? Okay, well, I'll go through them then. So ABC Today is $1.5 million in TANF. Right. It goes from Arches to Big Brothers and Big Sisters, and it's offered in St. Louis and Cape Girardeau public schools, and helps with academic attendance, behavior, reading, and math. Correct, and I'm just trying to confirm that the $1.5 million that was in the previous budgets, does it look like it's in here, if I am looking correctly? Maybe I'm not seeing it yet. It's in the middle of the $14.95 million. And that's what I wanted to make sure, it got rolled into that, and it wasn't line cut. Yep, okay.",FALSE,,
45,"Yep. In addition to that program, Cochran Youth is also in this line item. It's $200,000 in TANF. It's an out-of-school program, and it goes from Arches to Cochran and St. Louis, and it works on homework support literacy, social-emotional development, and other training for youth. Thank you, Mr.",FALSE,,
46,"Chair. So also in that line item of $14.95 million is Midtown Youth for $250,000 in TANF. That goes from Arches to Midtown Community Services, and it provides pre- and post-natal resources and education to ensure babies have a healthier start at life. Also included in this line item is, just a second, I got ahead of myself, sorry. It's out of order.",FALSE,,
47,"Okay. Are the food banks of $10 million. So this goes to the six food banks to help with the distributing of food to local pantries to serve all 114 counties and the city of St. Louis. Also in this line item is $2 million for a link for the Boys and Girls Club, and the after-school program does mentoring, academic success, healthy lifestyles, and good character and citizenship. And it would point out on both the food banks and their after-school programs, the state does leverage dollars that they put up. So like on the food banks, we give them 10 million in TANF. We are, it's kind of unique to certain programs like that, but we can get like 40 plus million of their local expenditures and use that as our TANF MOE, as a third-party MOE source. So these programs are a good public-private partnership on both the after-school program and the food banks that we give them federal funds and they're giving us 50 plus million of MOE to claim. Representative Steinhoff, you have an inquiry, you may proceed. Thank you. I'm looking on page 667, and it appears like from FY 22, 23, 24, expenditures were around 30 million. And then 25, that's a pretty serious reduction in appropriation. And then this year is going down another. Can you, because I can't see how all that's broken out. Can you tell me kind of where those cuts are? I would have to go back. So a lot of this wasn't cut to, these were broken out a little bit last year differently. So a lot of that was transferred to different sections and broken out separately. Okay. Instead of having it one big section, different programs were in different sections. So are you kind of saying that 30 million might still be being spent overall? Yeah, we can go back and try to look at where we can go back and get that kind of where that got transferred to last year. Okay, so you, but you don't think there was really a reduction of $15 million for, okay. Thank you.",FALSE,,
48,"Not that I recall. I'll try to go back and look and piece that together for you. Okay, thank you. For this one, that 2025 is just the current year to date spent as the 15.9 million. Is that the end of January? The end of December. But it's still, yeah. But yeah, the appropriation did go down in FY25. The year to date spent is 8.3 million. I can go back and look and see how that money was broken out separate and lay that out for you. I've got it here somewhere, but. I know.",FALSE,,
49,"Okay. Representative Boggs, you have it in green. May proceed.",FALSE,,
50,"Yes. Page 665, where we was, so we have the temporary assistance, which started in, it looks like it was created in 1996. What is the rollover of that? When we think of temporary, what kind of timeframe and how do we graduate, for lack of a better word, so when we think of temporary, so it talked about here one place, talking about preparation for work and promoting job preparation and that. So how is, what's this look like as a funding source, as a temporary funding source? What does this look like? So the name of the grant, and I think the grant levels have been pretty consistent through all of the years. So the actual funding itself, obviously is used for cash benefits. Now that piece of it, you're limited, the recipients are limited to 45 months. And then the remainder of that is, through the general assembly process, allocated to different programs. So I think from the temporary assistance piece, the cash piece, when you look at that, it is only so many months. They can only get 45 months. Okay, and then if they still need needs, then they go to a different program or do they reassign? Do we keep trying or do they tap out, I guess? So the 45 months is a lifetime limit. In certain situations, it may be longer than that if it's a child only case. So like the parent isn't getting it on themselves, it's only on the child. But generally after the 45 months are over, they're over. Now that doesn't mean that they're not receiving potentially SNAP benefits or a Mohealth Net or just getting energy assistance, I don't know. But there are very strict requirements on the cash side and they have to participate in the employment training program. The majority of them do, there's some out. I think that's where my question was leading. So thank you, I think that answers my question. Thank you, Mr. Chairman. Representative Lewis, you are recognized. Do you know if these afterschool programs here, are they duplicative with afterschool programs in the budget in DESE? Isn't there a budget item in DESE that's also for afterschool programs? I believe that got moved back to our budget this year. Oh, so it's just swapped? They do have some afterschool programs but the certain ones were moved back to us last year. They've kind of got moved into DESE and then moved back to, so they're just kind of keep sliding one way, okay. They may have other afterschool programs that I'm not aware of, but the ones we're talking about got moved back to us last year. And what was the amount that, did you have that amount that was broken out? I haven't made it there yet. We're not there yet. Okay, no problem, I'll wait. Okay, page 672 is Serving Our Streets. Also was named Save Our Streets at one point and it goes to Arches. It was one time in 23, 24, and 25. It was core cut in 26. It's 1.5 million in budget stabilization. That program focuses on anti-crime activities, gun violence awareness resources. Page 678 is for Arts Tech and that is in Kansas City. It is general revenue of $1 million and it is a construction project and it's a construction project to improve existing infrastructure to provide a safe, healthy, and equitable learning and teaching environment for youth. They're an employment and training provider in Kansas City. Page 683 is for Boys and Girls Club of the Heartland or Poplar Bluff. It is one time and that is to fund the construction of a regional workforce development teen center in Poplar Bluff. Page 688 is for Canby's Market in Kansas City. It's $100,000 in TANF. It is one time funded program and it is a food delivery system to make fresh, affordable, and healthy foods to people experiencing food insecurity. Page 693 is the Chris Harris Foundation, $100,000 in TANF block grant. It works to develop self-esteem, basic life skills, and educational programming. It was also, it was core cut. Page 698 is Lyric's Institution. It's in Kansas City. It's $100,000 one time general revenue and it is a program that allows students to work in creative arts and take part in paid internships. Page 703 is Living with a Purpose. That one goes to Arches to Family Wellness and Education Enhancement Program, $230,000 in TANF. It is funded.again it is recommended to be funded again I apologize and it is an educational educational employment training they also do high set high set preparation I just you know your pastor high school literacy and mathematics and certified trade page 708 is Rosa Sharon ministries and that goes from arches to Rosa Sharon at seven hundred thousand dollars or seven hundred thousand I'm sorry I am seeing zeros seventy thousand dollars in general revenue it works on group mentoring professional development training skills exploration and training of youth age 713 is the one I believe representative Lewis was asking about this is the out-of-school enrichment the reason recipients are arches and link seven million two hundred sixty five thousand dollars arches receives 1,000,000 886 863 link with the remainder of 5,000,000 378 137 and it is a school child care program provides children with safe and healthy environment and learning activities during non-school hours you there's an elusive an inquiry you may proceed I don't want to beat a dead horse but let me do the calculation so there's two this is going to arches and link one point whatever you said 1.5 to arches and the remainder going to link is that what you said one point almost 1.9 close yeah okay so so if we were saying 1.9 in the previous way of calculating they'd save they'd take a hundred ninety thousand off of it the way you're saying you do the calculation now is since it's a separate entity of 50,000 of the first 50,000 you take 15% correct I need to verify on this contract that they did that that way and I'll get back with you for sure because this one's a little bit different that it can't transferred back to us I'll have to verify that on the new contracts well I'd love to see what it was on the old contract and then we can see if the new contract was applied how much how many thousands or millions of dollars it would save for the end using recipients I thought that I want the you know I don't want the money to go to after-school programs I want the money to go to the after-school program that's not the problem it's I don't necessarily want it to get intercepted and not go to the after-school program so I mean just to make sure I'm clear so yeah I think we've got we're getting that covered representative black you recognize for an inquiry Thank You mr. chair how's this may distribute is it per an RFP or what's the mechanism how's it determined which after-school programs this money goes to these were set up years ago so I don't know how these are direct to our community partnerships so they would be grants to the community partnerships Lincoln arches the amounts were set up I'm not sure how long ago it's not an RFP it's just a continuing grant you believe yes it would be a continuing grant I don't know if it originally there was an RFP meant multiple years ago or not so let's say a school and representative Lewis's district want to participate in this how might that be done probably through either the appropriation process or we'd have to look at doing you know work with the community partnership in that area or through an RFP yeah thank you page 718 is the Community Service League and independence it's five hundred thousand dollars in TANF and one-time funding and it helps individuals obtain permanent housing and case management with access to showers hot meals and laundry services and that was one time and core cut page 723 is good dads as a statewide program it was 1.5 million dollars and 25 but 1 million of that was one-time funding and 26 is five hundred thousand dollars it's healthy marriage and fatherhood initiatives to connect families with resources to provide financial assistance to their children establish legal paternity and participate in parenting task page 729 is alternatives to abortion that funding is provided to ten contractors and there is a total of 42 sub recipients six million dollars in TANF two million dollars in general revenue and then 50,000 of 610 and basically these are pregnant this this money goes to pregnancy resource centers and provides a whole a whole variety of services to ensure healthy births page representative Voss you have an inquiry on this item you may proceed thank you where can we get the list of the ten is that in the program book or just a quick scan on my computer I'm not seeing that but it may be it's not they didn't put the listings in the program book I have it and we can get it to you would you please follow up and email it to us representative Lewis you have an inquiry inquiry you may proceed and with this four million dollars it's going to these anti-abortion clinics is it going to these entities as a direct appropriation because we already I've we've already identified that the ten of them right so are they is a direct appropriation or is there a pass-through yeah these are a bid process some years ago and so it's going through the ten entities based on their bid going straight to the entities yes no pass-through in between okay great did you hit the NDI I mean representative Lewis was referencing the NDI the four million no you're fine and I think we were on the core 729 and I don't know I mean okay I understand now I'm sorry so on the four million dollars on page 735 that's actually a different answer so I need to backtrack we if that that funding goes through on the governor's recommendation of the four million dollars I don't know exactly how we will proceed with that money at this point because going through a competitive process will take us a very long time there are some potential options on qualified vendor lists and things like that but I don't know that we know right now until we get the money what what we can feasibly do in a very short time frame representative black you have an inquiry may proceed Thank You mr. chair what what do you mean going through the competitive process would take us a very long time so right now the the core program for alternatives to abortion it was competitively bid normally a competitively bid process takes you nine to twelve months so once we have the appropriation we have the authority once the bill is signed we can start going through an RFP process so what you would look at is do we just increase the existing providers do we look at the need you know we would have to go back and look at the need out there based on services individuals and so you can add some to the existing providers who did do an RFP and a competitive bid process some time ago yeah and so if we added a new RFP process that will take nine to twelve months to get that money out and that original RFP process for example did it have an option to continue the program in the state at certain level or is it just it expired and we just keep I would have to go back and look at that original RFP on how long because it is running on renewals right now it's up in what two years yeah I believe it was 27 is that when it's over so it's the the the contracts up at the end of 27 okay and we're gonna right we're gonna rebid it either way but the question on the four million dollars becomes you know what what's the in we don't really know but what's the intention of that funding is that we is it that we increase the current contracts or is it that there's about a hundred pregnancy resource centers in Missouri and about 50 of them are getting money right now or is the or is the intention that we somehow split up that four million dollars I don't know but we don't know the answer on what we're gonna do with it yet yeah so I'm confused about that so if we had an RFP out and somehow under that process the money got distributed according to the parameters of that RFP and it went to these centers do you think you'd have the flexibility under that contract just to up the amount they're getting based on this four million dollar addition it depends on how the RFP and things were worded so we'll go back the RFP and go back and look at the need on on where the best use of that money would be so if we can access those entities through the RFP we would do that if not then we would have to release a new RFP just for this four million dollars and you say it takes nine twelve months so if you get money in the budget maybe by the end of the fiscal year you'll have the ability to distribute pursuant that new RFP if we can get it out and done in nine months you're probably I mean best case scenario even if we fast track it and put it as higher priority you know you're probably talking February March for this money gets out the door if we have to do a full-blown RFP if we can just use the RFP I think it was a couple years ago that we did on this that would fast track it and then you would still do your the new RFP would be for 2027 and so is that standard is that been the standard for several years that it takes nine to twelve months to complete the RFP most RFPs will take nine to twelve months thank you representative Boggs you have an inquiry you may proceed yeah I just kind of stay on the same topic there you know we I don't think we want to reinvent the wheel I think there's places that's doingon this. I know there's a lot of places like our businesses that we we donate diapers and different things.",FALSE,,
51,"So, uh, to maybe to not create this lapse, maybe, uh, because I know they raised money as well. Maybe turn it into a match of some sort as well, uh, to give a little incentive to play, play harder and maybe get it out a little quicker to someone that's already in the business. That's that's my two cents. Thank you, Mr Chairman. Any additional, uh, questions, inquiries on this? If you had, uh, if you had this in the supplemental, would that help you fast track it? It would, it would help by about two to three months. I mean, again, once we can't really move forward most times with RFPs until the bill is signed, but yeah, it would, it would move it up two or three months, yeah. Yeah, I mean, I'm struggling a little bit with this logic because, and maybe it's just not a priority, but on certain things, but, you know, we put up, which I get this isn't a capital improvement type initiative, but, you know, we put it, put it in for, uh, you know, in a bill, then even if it can't totally be expended in one year, if it's one time, the idea is that it gets expended at some point, so the, you know, maybe ask for it back to get it out and get started on it, but maybe that's not been the, uh, the thought process and time has passed. I don't know. Well, it kind of depends on what it is, and, and so for our procurement process, if it is something that we can do a single feasible source, so there's fewer providers, then you can really limit it down and, and, and move faster on procurements like that, or if it's set up in the budget a certain way, if you've got to do the full-blown RFP, again, it's, you know, everything procurement always tells me it's around nine months to get something out the door, sometimes later if there's appeals or things like that, but yeah, it's, if we did a new RFP to reach additional people, then you would have to go through that process. Representative Lewis, do you have an inquiry?",FALSE,,
52,"You may proceed. I think it's maybe to inquire of you, perhaps, or, or, and, and both, maybe a double-dial. If you can do both at the same time, but. Yeah, so if we. Start with me. Yeah, if we. And I yield. Thank you. If we targeted the four million to a specific entity, then they could distribute it to the other entities, correct me if I'm wrong, that you already give money to. Is that not true? It, again, it depends on what serve, different services are different things in different areas, so if there's something that'll, it's a lot harder if there's a lot of entities out there that provide this service, to justify sending it to a single entity to distribute, distribute, distribute it. Again, we, you know, in the realm of the community partnerships, we're able, on some different type projects, you're able to do that because we have grant-making authority directly in that pre-existing relationship. We have not done that with A2A because we wanted to have that direct relationship with those providers in the past. So, again, you know, if you're gonna reach new providers, it'd have to be an RFP process here, unless you went through existing, somehow went through existing contracts with the intent to have them redistribute it, but it would have to be something we have existing on the books today. All right, thanks.",FALSE,,
53,"Okay, I think we can continue. Thank you. Page 737 is St. Paul Saturdays. It went from Arches to the St. Paul Mentoring, $126,000 in Tina Flock grant one time, some male mentoring program to assist in achieving academic, emotional, and spiritual success, and it was core cut in 1926, and that's St. Louis. Page 743 is a pregnancy resource grant. That was $2 million in general revenue put in as one time last year. Right now, they, we are in the process of getting that out very, very soon. We basically split it up evenly and said providers could get one time up to $19,000 for expanded services to ensure that we were able to get it done this year, and we call the qualified, but they had either be a pregnancy resource center or a maternity home. If there are any funds left after that distribution, we will redistribute it to those that bid, or that basically, so it's a little bit different. They're basically going to tell us what they're going to do, and we have a list of things like parenting classes, ultrasounds, pregnancy tests, life skills, referral services, safe sleep, and they can just basically put other, and so this was modeled after another state. Yeah, so you do, your intention is and belief, you think we will be able to expend most or close to all of the the appropriation, the $2 million, and if this was, this was one time, which is why we're seeing it, you know, core reduced here obviously is put in the house and included obviously in the truly agreed version, new for fiscal year 2025. If this was brought back in some form or fashion, would it, I mean, obviously any prior experience would be, I would think, informative, but would it expedite things in the future? Would you be able to, or would you look at handling a different way, or I don't know, what, how would your current experience inform any future, if this was, say, brought back? So I think it would go quicker because we had quite a bit of discussion on do we put pregnancy resource centers and maternity homes, and you know, looking at the house bill language versus how it was implemented in another state, so I do think it would go quicker because we've learned quite a bit, and we're gonna learn quite a bit once people actually start submitting, you know, proposals into us. Sure.",FALSE,,
54,"Thank you. Representative Warwick, wonderful. Representative Boggs, you still have an inquiry, you may proceed. Yeah, which other states are we looking at, and do they have any guidelines that would help us in this process? So I believe it was Arkansas, if I'm correct, and we basically went through and we pulled their FAQ documents and everything else they had on their website, and that's how we tailored what we did. And that was helpful?",FALSE,,
55,"Very helpful. Okay, so I might look that up, thank you. Thank you, Mr.",FALSE,,
